Time,Number of players,Total bets,Multiplier(Crash),Total gains,L
0:58,11167,5864326.08 LKR,10.99,15439765.77 LKR,2220956
0:58,11368,4717702.22 LKR,1.91,1270956.55 LKR,2220973
1:02,7076,6253287.43 LKR,15.88,18678642.63 LKR,2221087
1:09,6370,3934606.86 LKR,4.06,3657989.14 LKR,2221307
1:10,7739,4970184.88 LKR,10.38,15347777.45 LKR,2221322
1:10,7779,4426455.29 LKR,2.51,2331278.64 LKR,2221338
1:10,7356,4471103.41 LKR,2,764344.85 LKR,2221352
1:11,7181,4287524.29 LKR,1.7,602118.46 LKR,2221362
1:11,6960,3942975.1 LKR,1.08,0 LKR,2221375
1:11,6454,3955370.36 LKR,2.4,1374083.74 LKR,2221384
1:12,8221,4898518.32 LKR,1.74,607170.59 LKR,2221395
1:12,7461,5099009.42 LKR,1.48,518682.3 LKR,2221406
1:12,6678,4143197.43 LKR,1.23,315543.86 LKR,2221418
1:13,6184,2685656.44 LKR,1.68,492316.7 LKR,2221427
1:13,6554,2521250.83 LKR,1.45,366787.96 LKR,2221439
1:14,5887,2378677.67 LKR,19.37,8941227.79 LKR,2221449
1:14,7673,4284610.14 LKR,1.08,0 LKR,2221469
1:14,6118,4384712.29 LKR,5.19,4993596.61 LKR,2221477
1:15,7410,4517677.24 LKR,1.22,453435.02 LKR,2221490
1:15,6346,4386307.77 LKR,5.86,6276342.67 LKR,2221500
1:16,7193,4257695.24 LKR,3.09,2199277.14 LKR,2221515
1:16,7393,4561553.38 LKR,1.55,553544.63 LKR,2221528
1:16,6579,4080466.42 LKR,1.9,872641.87 LKR,2221536
1:17,7209,4463420.61 LKR,1.02,0 LKR,2221547
1:17,6691,4360864.7 LKR,1.29,522360.4 LKR,2221555
1:17,6159,3249944.1 LKR,8.28,7054795.6 LKR,2221567
1:18,7787,4905076.43 LKR,4.41,7129281.47 LKR,2221582
1:18,7416,3220004.71 LKR,1.11,112146.88 LKR,2221600
1:19,6285,2786955.51 LKR,1.2,153827.32 LKR,2221606
10:50,7284,4979867.21 LKR,1.21,73019 LKR,2238848
10:50,6587,4059257.88 LKR,1.78,911382.9 LKR,2238855
10:50,7300,4988612.18 LKR,1.4,65863.63 LKR,2238869
10:51,6582,4972179.25 LKR,1.68,468191.52 LKR,2238879
10:51,6576,4290669.12 LKR,1.03,0 LKR,2238890
10:51,6198,4119741.66 LKR,1.03,0 LKR,2238896
10:52,5629,4149058.94 LKR,1.46,157610.86 LKR,2238905
10:52,5372,3779333.89 LKR,1.38,148442.62 LKR,2238916
10:52,4882,3213781.37 LKR,4.81,6156509.03 LKR,2238926
10:53,6216,3239936.85 LKR,1.09,0 LKR,2238939
10:53,5269,2140878.43 LKR,1.32,40899.13 LKR,2238947
10:53,4806,2732715.28 LKR,1.68,147719.35 LKR,2238956
10:54,4996,2304281.16 LKR,2.44,755705.06 LKR,2238967
10:54,5689,2673959.8 LKR,1.07,0 LKR,2238979
10:54,4670,2498945.01 LKR,1.53,52970.51 LKR,2238985
10:55,4487,2178572.21 LKR,1.63,301167.4 LKR,2238996
10:55,4580,3224018.67 LKR,1.89,613136.84 LKR,2239007
10:55,4866,4049872.82 LKR,1.73,633185.76 LKR,2239017
10:56,4457,2055063.18 LKR,2.89,1817815.08 LKR,2239030
10:56,4911,2309761.56 LKR,1,0 LKR,2239041
10:57,4650,2143229.83 LKR,4.93,3852847.43 LKR,2239050
10:57,5159,2386350.46 LKR,1.78,445509.56 LKR,2239061
10:57,4542,2324826.87 LKR,6.53,5090710.78 LKR,2239070
10:58,5160,1905767.43 LKR,2.75,1951048.82 LKR,2239086
10:58,5072,1892028.89 LKR,1.09,8703.45 LKR,2239098
10:58,4430,1980491.82 LKR,1.4,105959.72 LKR,2239107
10:59,4502,1981859.34 LKR,1.16,41816.36 LKR,2239118
10:59,4042,2344994.41 LKR,13.18,6906646.59 LKR,2239126
11:00,5292,2213196.87 LKR,3.92,3367948.97 LKR,2239145
11:00,5155,2044799.36 LKR,3.06,1922292.37 LKR,2239159
11:01,5103,1866030.18 LKR,1.11,0 LKR,2239171
11:01,4435,1917512.39 LKR,5.1,4082492.64 LKR,2239182
11:02,5655,2492853.09 LKR,13.34,7963666.03 LKR,2239194
11:02,5541,2437845.86 LKR,1.09,0 LKR,2239216
11:02,4939,2267314.91 LKR,1.95,637591.02 LKR,2239224
11:03,5567,3214766.01 LKR,23.59,9285501.51 LKR,2239234
11:03,5853,2749934.3 LKR,3.13,3319729.88 LKR,2239256
11:04,5513,1912955.58 LKR,1.25,142119.21 LKR,2239268
11:04,4778,1541918.07 LKR,3.06,1545824.08 LKR,2239277
11:04,6269,2850733.73 LKR,1.49,175991.25 LKR,2239289
11:05,5926,2490580.65 LKR,19.6,10758892.6 LKR,2239301
11:06,6487,3180159.17 LKR,6.16,8088273.78 LKR,2239319
11:06,6005,3185875.05 LKR,2.16,736541.3 LKR,2239333
11:07,5421,2138872.38 LKR,7.73,5676085.31 LKR,2239342
11:07,6876,3321290.92 LKR,1.19,328714.95 LKR,2239360
11:07,6014,2742316.07 LKR,1.66,309158.34 LKR,2239368
11:08,6513,4092757.91 LKR,2.34,803885.05 LKR,2239379
11:08,7269,4937421.48 LKR,5.79,13144046.21 LKR,2239392
11:09,7489,2952684.7 LKR,3,2694718.89 LKR,2239403
11:09,6843,3307842.98 LKR,3.38,3522194 LKR,2239418
11:09,7140,3672729 LKR,1.44,190434.72 LKR,2239430
11:10,6308,3638242.96 LKR,5.61,8693373.43 LKR,2239441
11:10,7678,3406392.71 LKR,7.51,8538841.26 LKR,2239453
11:11,7381,3015769.86 LKR,3.35,2494427.96 LKR,2239466
11:11,7159,3566223.18 LKR,1.54,203865.29 LKR,2239479
11:11,6622,2729912.41 LKR,2.95,2021948.86 LKR,2239489
11:12,8186,3827900.56 LKR,1.02,0 LKR,2239499
11:12,7419,3552790.69 LKR,1.89,529487.24 LKR,2239507
11:12,8213,4625611.33 LKR,1,0 LKR,2239520
11:13,8018,4968635.8 LKR,1.38,69238.49 LKR,2239526
11:13,7014,3412778.07 LKR,27.12,12894642.71 LKR,2239533
11:14,8429,4159304.36 LKR,2.32,1615009.01 LKR,2239557
11:14,7410,3409258.59 LKR,4.36,4153205.57 LKR,2239571
11:15,7867,3001450.84 LKR,2.24,1666023.11 LKR,2239582
11:15,7352,3371159.84 LKR,1.02,0 LKR,2239593
11:15,6597,3167949.7 LKR,1.97,704190 LKR,2239601
11:16,7596,4699230.6 LKR,3.23,3899678.42 LKR,2239611
11:16,8112,3487060.29 LKR,1.78,336328.75 LKR,2239624
11:16,7571,3386740.03 LKR,1.41,226848.84 LKR,2239635
11:17,7191,3575979.63 LKR,2.7,2611294.83 LKR,2239644
11:17,7923,3334374.9 LKR,12.53,11190424.55 LKR,2239657
11:18,7921,3273150.5 LKR,2.29,1618025.2 LKR,2239676
11:18,6712,2302710.41 LKR,2.31,765245.61 LKR,2239689
11:18,7287,2657700.78 LKR,1.02,0 LKR,2239701
11:19,6632,2999266.74 LKR,1.48,459184.73 LKR,2239710
11:19,6862,2908147.74 LKR,1.68,191962.09 LKR,2239718
11:20,7308,2819579.92 LKR,3.93,4606341.23 LKR,2239731
11:20,8175,4491318.51 LKR,1.44,259426.95 LKR,2239743
11:20,7181,3801449.42 LKR,6.34,8257497.33 LKR,2239754
11:21,7744,3166482.44 LKR,12.33,9405849.8 LKR,2239769
11:21,7406,2142594.72 LKR,2.73,1482225.67 LKR,2239788
11:22,6867,2491999.25 LKR,3.55,3759114.93 LKR,2239799
11:22,7466,2480492.98 LKR,1.53,356329.74 LKR,2239808
11:22,6520,3201935.36 LKR,2.03,740825.44 LKR,2239820
11:23,7779,3174401.46 LKR,1.88,600081.04 LKR,2239830
11:23,7837,3474298.56 LKR,1.18,365648.55 LKR,2239840
11:23,7209,3524400.81 LKR,1.3,0 LKR,2239850
11:24,6811,3000737.43 LKR,2.24,1201299.6 LKR,2239862
11:24,8774,5808396.19 LKR,1.19,725377.03 LKR,2239884
11:25,7899,4729112.37 LKR,4.17,6393587.3 LKR,2239895
11:25,9045,4869739.54 LKR,4.02,9339827.29 LKR,2239909
11:26,8683,4268248.01 LKR,1.02,0 LKR,2239924
11:26,7665,4997393.69 LKR,2.41,2343082.15 LKR,2239932
11:26,8652,5003794.19 LKR,2,925875.32 LKR,2239942
11:27,8464,5242651.29 LKR,1.78,309772.84 LKR,2239953
11:27,7948,5232997.23 LKR,1.98,910345.7 LKR,2239964
11:28,8590,6030251.47 LKR,3.69,6480644.87 LKR,2239977
11:28,8700,5238529.35 LKR,1.13,0 LKR,2239987
11:28,7327,4139243.75 LKR,3.08,4764816.81 LKR,2239995
11:29,7975,4808995.94 LKR,1.17,0 LKR,2240007
11:29,7478,4882433.17 LKR,8.22,13292725.43 LKR,2240016
11:29,8075,4451711.75 LKR,1.05,0 LKR,2240029
11:30,7381,4303961.17 LKR,1.19,106441.14 LKR,2240041
11:30,7102,5386813.62 LKR,1.97,1592459.56 LKR,2240051
11:30,7957,5677968.65 LKR,2.3,3055788.11 LKR,2240062
11:31,7917,6311195.33 LKR,1.15,0 LKR,2240070
11:31,6846,6431233.97 LKR,1.08,0 LKR,2240077
11:31,6448,4295831.91 LKR,1.95,765384.87 LKR,2240085
11:32,7279,6740870.22 LKR,9.26,22611192.99 LKR,2240096
11:32,7262,4758162 LKR,1.24,105983 LKR,2240113
11:33,6391,3388287.59 LKR,1.2,241893.33 LKR,2240124
11:33,6167,5202267.84 LKR,2.11,1488136.31 LKR,2240131
11:33,7288,5638377.05 LKR,1.09,0 LKR,2240144
11:33,6522,4707417.36 LKR,1.42,291577.61 LKR,2240151
11:34,6218,4427613.29 LKR,1.44,269222.55 LKR,2240162
11:34,6068,5676563.9 LKR,3.08,3358885.05 LKR,2240173
11:35,6849,5865034.98 LKR,1.16,47127.63 LKR,2240185
11:35,5228,1554425.18 LKR,1.37,194185.18 LKR,2240202
11:36,5585,2014493.09 LKR,1.24,70543.39 LKR,2240212
11:36,5881,2238994.53 LKR,3.64,3194831.33 LKR,2240221
11:36,7221,2168055.25 LKR,1.77,269138.86 LKR,2240236
11:37,6834,2680636.21 LKR,1.14,0 LKR,2240248
11:37,6278,2701786.66 LKR,1.15,0 LKR,2240256
11:37,6173,2309512.57 LKR,1.46,51624.4 LKR,2240265
11:38,6348,3508387.49 LKR,1.31,231385.96 LKR,2240275
11:38,5911,2573168.82 LKR,1.69,380699.78 LKR,2240286
11:38,5995,2847800.89 LKR,1.39,269975.08 LKR,2240295
11:39,5257,2892842.87 LKR,2.88,2847895.63 LKR,2240304
11:39,5967,2748719.27 LKR,3.81,4568689.2 LKR,2240316
11:39,6283,2297748.37 LKR,1.34,137781.09 LKR,2240331
11:40,4866,1608865.79 LKR,1.44,229415.99 LKR,2240340
11:40,5121,1887996.88 LKR,1.49,445437.03 LKR,2240352
11:41,4774,2194876.63 LKR,5.13,4074633.27 LKR,2240362
11:41,5905,2448762.22 LKR,2.25,1143745.44 LKR,2240377
11:41,5529,2307036.41 LKR,1.38,63201.91 LKR,2240385
11:42,4793,1726121.12 LKR,1.21,85633.96 LKR,2240397
11:42,4767,2096862.39 LKR,20.94,6677023.01 LKR,2240405
11:43,5636,1758721.19 LKR,1.76,267773.78 LKR,2240427
11:43,5270,1438816.92 LKR,5.51,2542213.16 LKR,2240439
11:43,5266,1422509.88 LKR,1.37,130154.02 LKR,2240454
11:44,4980,1796775.65 LKR,1.53,292203.89 LKR,2240465
11:44,5238,1641961.72 LKR,1.45,203165.64 LKR,2240471
11:45,5454,1982828.51 LKR,27.34,5389247.78 LKR,2240480
11:45,5760,1608204.97 LKR,1.83,592147.77 LKR,2240502
11:46,5194,1450806 LKR,1.53,225772.87 LKR,2240513
11:46,5391,2123570.18 LKR,1.85,908396.63 LKR,2240523
11:47,6068,2529396.82 LKR,10.12,5767324.21 LKR,2240535
11:47,6291,1938706.05 LKR,1.15,20146.45 LKR,2240552
11:47,5145,1668096.08 LKR,1.82,747001.83 LKR,2240563
11:48,5787,2374554.46 LKR,3.56,3695965.87 LKR,2240575
11:48,6348,2253711.73 LKR,26.06,6169347.3 LKR,2240587
11:49,6344,2266375.78 LKR,6.48,3820307.9 LKR,2240608
11:49,5908,2142028.02 LKR,1.17,180306.57 LKR,2240622
11:50,4794,3173864.3 LKR,8.16,16222538.42 LKR,2240634
11:50,6583,4218775.08 LKR,2.64,1813553.62 LKR,2240649
11:51,6468,2375173.19 LKR,3.52,3323367.88 LKR,2240660
11:51,6855,2406630.34 LKR,2.76,1691648.46 LKR,2240673
11:51,7097,2686516.88 LKR,1.61,558016.71 LKR,2240686
11:52,6517,2321073.73 LKR,1.44,479413.43 LKR,2240696
11:52,6464,2968637.25 LKR,8.33,7652478.07 LKR,2240704
11:53,7905,2763898.06 LKR,1.35,192390.54 LKR,2240720
11:53,6938,2574346.41 LKR,1.96,1002753.67 LKR,2240730
11:53,7819,3566472.55 LKR,2.22,1833685.09 LKR,2240740
11:54,8091,4854728.76 LKR,1.53,258706.66 LKR,2240749
11:54,7704,4783992.44 LKR,4.42,9627398.58 LKR,2240763
11:54,8043,4799064.58 LKR,2.08,3767003.32 LKR,2240776
11:55,7602,6282600.56 LKR,1.85,1401749.69 LKR,2240787
11:55,7417,5269804.82 LKR,1.42,556838.28 LKR,2240798
11:56,7269,4885383.41 LKR,4.47,10494473.64 LKR,2240809
11:56,8359,4672917.02 LKR,1.58,1012087.03 LKR,2240822
11:56,9819,4588876.23 LKR,5.5,9226787.39 LKR,2240831
11:57,8791,9627495.11 LKR,2.27,5180898.13 LKR,2240845
11:57,9435,8475845.39 LKR,1.34,188185.2 LKR,2240857
11:57,8591,7865234.97 LKR,3.29,8640627.1 LKR,2240865
11:58,8655,6950578.47 LKR,1,0 LKR,2240879
11:58,8526,7329994.39 LKR,9.49,24703758.74 LKR,2240886
11:59,8310,6419021.79 LKR,11.47,24412602.18 LKR,2240904
11:59,8037,6282368.11 LKR,1.08,0 LKR,2240924
12:00,6898,6001396.99 LKR,1.6,364190 LKR,2240933
12:00,7899,7189512.3 LKR,1.42,558554.68 LKR,2240941
12:00,7975,8448794.61 LKR,1.25,0 LKR,2240952
12:01,7557,9095476.95 LKR,2.92,9385728.02 LKR,2240961
12:01,8711,9212997.7 LKR,2.69,8895531.88 LKR,2240971
12:01,8551,8611744.05 LKR,2.48,2931036.79 LKR,2240982
12:02,8465,9473761.44 LKR,1.47,475348.81 LKR,2240995
12:02,7447,6910820.16 LKR,8.21,21369321.02 LKR,2241005
12:02,8243,5999568.03 LKR,1,0 LKR,2241022
12:03,8147,7317595.98 LKR,1.26,97883.96 LKR,2241030
12:03,7833,8485637.25 LKR,4.7,18598070.44 LKR,2241039
12:04,8700,6796030.32 LKR,1.6,794988.37 LKR,2241052
12:04,7969,6677367.63 LKR,3.19,4282381.19 LKR,2241064
12:04,8606,8302310.61 LKR,1.03,0 LKR,2241074
12:05,8064,6626861.78 LKR,1.4,73418.04 LKR,2241083
12:05,8073,7996543.04 LKR,1.1,154938.72 LKR,2241092
12:05,7642,8272335.19 LKR,1.52,505930.08 LKR,2241102
12:06,7569,7370320.91 LKR,9.71,23098084.21 LKR,2241114
12:06,8092,8548331.23 LKR,1.41,493190.89 LKR,2241131
12:07,7027,6768974.61 LKR,2.44,2961333.25 LKR,2241143
12:07,7725,6711794.32 LKR,1.2,604258.87 LKR,2241152
12:07,7509,8131800.56 LKR,1.26,0 LKR,2241161
12:08,6988,7533470.22 LKR,3.24,9078152.57 LKR,2241171
12:08,7683,6922345.03 LKR,20.75,44095207.86 LKR,2241183
12:09,7376,5203595.86 LKR,1.41,358982.2 LKR,2241204
12:09,6423,5001460.54 LKR,3.91,6727681.31 LKR,2241214
12:09,7364,5757343.49 LKR,1.37,314667.38 LKR,2241227
12:10,7175,7165480.07 LKR,7.35,18389432.16 LKR,2241238
12:10,7339,7183477.98 LKR,2.63,1743223.55 LKR,2241250
12:11,7421,5437106.81 LKR,1.12,0 LKR,2241264
12:11,6887,5514167.92 LKR,32.31,18478537.7 LKR,2241273
12:12,7687,3963734.52 LKR,3.55,4903592.62 LKR,2241295
12:12,7075,5578840.32 LKR,1.02,0 LKR,2241306
12:12,6814,3812207.11 LKR,1.27,0 LKR,2241315
12:13,7185,4975629.81 LKR,1.07,0 LKR,2241323
12:13,7411,7022943.81 LKR,21.48,20074779.28 LKR,2241331
12:14,8314,4683910.12 LKR,1.19,0 LKR,2241352
12:14,7184,4651994.52 LKR,1.09,68157.91 LKR,2241363
12:14,7174,5269257.57 LKR,1.21,134212.84 LKR,2241372
12:15,7830,6770643.42 LKR,6.47,21600519.09 LKR,2241378
12:15,8482,5726309.67 LKR,1.55,537841.76 LKR,2241391
12:16,7619,6806031.06 LKR,2.41,1818676.93 LKR,2241402
12:16,8317,8183507.09 LKR,21.28,40912136.98 LKR,2241411
12:17,7893,5255899.32 LKR,1.72,295475.59 LKR,2241434
12:17,6946,4648976.24 LKR,2.07,980165.17 LKR,2241443
12:17,8431,6580430.6 LKR,1.39,802352.01 LKR,2241453
12:18,8351,5784329.02 LKR,1.72,976468.33 LKR,2241463
12:18,9206,7414857.03 LKR,2.64,4021154.61 LKR,2241471
12:18,9030,7012361.61 LKR,1.29,305227.45 LKR,2241484
12:19,8279,7981536.68 LKR,1.95,792841.73 LKR,2241495
12:19,8985,7623069.91 LKR,4.03,14999218.49 LKR,2241504
12:19,8654,6091857.88 LKR,1.07,31231.48 LKR,2241515
12:20,7978,6702296.81 LKR,1.42,390356.07 LKR,2241525
12:20,7794,6360312.6 LKR,1.42,660850.6 LKR,2241534
12:20,7554,6851482.08 LKR,1.97,1550325.21 LKR,2241545
12:21,8435,9880722.08 LKR,3,7740407.56 LKR,2241556
12:21,7826,9542706.24 LKR,8.27,25654649.91 LKR,2241567
12:22,7383,6915542.13 LKR,1.66,2147284.49 LKR,2241581
12:22,6830,4889425.63 LKR,1.06,0 LKR,2241593
12:23,6602,4744708.58 LKR,7.22,13859507.23 LKR,2241602
12:23,7769,5462651.92 LKR,1.44,337938.01 LKR,2241616
12:23,6713,4912618.88 LKR,1.2,0 LKR,2241626
12:23,7061,4901754.68 LKR,1,0 LKR,2241636
12:24,7972,7363237.06 LKR,3.84,8782924.92 LKR,2241645
12:24,8250,7714923.14 LKR,2.63,10631005.19 LKR,2241657
12:25,7605,7745619.08 LKR,15.9,23306435.44 LKR,2241669
12:25,7330,4598821.33 LKR,1.26,239506.53 LKR,2241691
12:26,6164,4168473.65 LKR,2.07,759884.71 LKR,2241700
12:26,7941,6675306.31 LKR,15.59,21541357.26 LKR,2241708
12:27,7542,5220740.05 LKR,1.31,243283.29 LKR,2241728
12:27,6804,4061114.72 LKR,2.25,1689834.62 LKR,2241739
12:27,7867,8150041.62 LKR,1.27,216532.1 LKR,2241750
12:28,7593,7047831.82 LKR,1.78,278102.64 LKR,2241759
12:28,8425,7898293.48 LKR,1.18,91948.17 LKR,2241769
12:28,7959,6979986.05 LKR,6.47,17441978.12 LKR,2241777
12:29,8189,7522553.43 LKR,1.99,2131394.56 LKR,2241790
12:29,7703,7237770.19 LKR,2.97,6250773.36 LKR,2241801
12:30,8121,7941794.04 LKR,2.79,4409731.84 LKR,2241813
12:30,8259,8209005.26 LKR,16.42,26425987.82 LKR,2241828
12:31,7483,6119561.61 LKR,3.41,7000465.21 LKR,2241848
12:31,7636,5865710.42 LKR,1.03,0 LKR,2241857
12:31,6565,5277895.07 LKR,2.04,343001.73 LKR,2241867
12:32,7884,6550081.18 LKR,1.02,0 LKR,2241878
12:32,8031,7823472.38 LKR,1.06,0 LKR,2241885
12:32,7563,7706779.71 LKR,11.44,26428690.15 LKR,2241897
12:33,8410,6053114.47 LKR,2.33,3495532.18 LKR,2241915
12:33,7387,5040154.84 LKR,2.39,2242238.3 LKR,2241923
12:34,7896,7350048.66 LKR,1.77,544440.65 LKR,2241935
12:34,7754,5583025.41 LKR,1.65,575205.54 LKR,2241946
12:34,7953,5938144.71 LKR,1.07,258055.36 LKR,2241956
12:35,7970,7206207.81 LKR,1.44,0 LKR,2241965
12:35,7846,7540637.12 LKR,34.48,28492676.82 LKR,2241978
12:36,8222,5812164.73 LKR,6.11,17757300.64 LKR,2242000
12:36,7460,4860170.77 LKR,2.25,919523.09 LKR,2242015
12:37,6180,4775131.2 LKR,1.02,0 LKR,2242026
12:37,5789,3529242.8 LKR,1.11,0 LKR,2242036
12:37,6444,4172386.67 LKR,8.15,10345100.54 LKR,2242045
12:38,8578,5040368.02 LKR,1.94,880581.18 LKR,2242061
12:38,7604,4579610.59 LKR,9.29,13095267.96 LKR,2242072
12:39,7901,4136188.85 LKR,1.16,0 LKR,2242087
12:39,6889,5328654.56 LKR,1.59,259401.76 LKR,2242098
12:39,8045,5753563.15 LKR,1.05,95836.06 LKR,2242110
12:40,8120,7507000.63 LKR,1.9,2237853.84 LKR,2242121
12:40,9042,10568898.78 LKR,1.53,421444.79 LKR,2242131
12:40,8664,7965320.09 LKR,7.31,24260867.07 LKR,2242141
12:41,8493,6003545.65 LKR,1.23,150204.22 LKR,2242154
12:41,7187,5876294.94 LKR,1.25,53498.3 LKR,2242166
12:41,7110,6880571.62 LKR,1.18,72076.58 LKR,2242174
12:42,7323,7893984.22 LKR,1.16,39379.07 LKR,2242183
12:42,7413,7842766.53 LKR,1.11,0 LKR,2242191
12:42,7347,8543415.24 LKR,1.31,119086.06 LKR,2242203
12:43,7301,4438532.67 LKR,2.3,2927473.29 LKR,2242212
12:43,7658,3631926.06 LKR,2.68,3569375.61 LKR,2242227
12:44,9820,4768463.07 LKR,2.2,2329420.46 LKR,2242247
12:44,10785,5858446.83 LKR,1,0 LKR,2242258
12:44,10135,6356957.39 LKR,1.13,0 LKR,2242266
12:45,7690,5047397.51 LKR,17.16,19378649.91 LKR,2242275
12:45,9937,5105000.32 LKR,2.31,1293677.42 LKR,2242292
12:46,9250,4758977.45 LKR,20.99,18141223.5 LKR,2242304
12:46,9694,4296445.87 LKR,2.42,1223410.06 LKR,2242327
12:47,8982,7828875.31 LKR,1.37,339254.65 LKR,2242342
12:47,8877,7888872.28 LKR,3.01,7674999.61 LKR,2242352
12:48,11165,9498527.61 LKR,1.69,2238860.1 LKR,2242364
12:48,10047,8901622.63 LKR,23.92,39091998.13 LKR,2242373
12:49,11223,7268396.19 LKR,20.17,22235294.65 LKR,2242396
12:49,10787,6103668.69 LKR,3.79,9595665.55 LKR,2242417
12:50,10232,4985343.68 LKR,3.84,8525216.05 LKR,2242429
12:50,10540,5815074.38 LKR,4.59,11514364.86 LKR,2242442
12:51,10632,5029001.86 LKR,1.09,0 LKR,2242455
12:51,7849,4418269.91 LKR,6.97,10824264.09 LKR,2242465
12:52,11089,5841255.63 LKR,3.01,6515279.59 LKR,2242478
12:52,10752,5467519.9 LKR,2.55,4518635.84 LKR,2242492
12:52,10542,4735421.32 LKR,1.15,64807.91 LKR,2242504
12:53,8852,3956315.71 LKR,2.12,1052540.02 LKR,2242515
12:53,11183,5499936.61 LKR,5.55,11472758.02 LKR,2242527
12:54,12215,4894399.79 LKR,2.82,4213792.28 LKR,2242541
12:54,11616,5352115.02 LKR,3.09,6764802.59 LKR,2242554
